duration,input.b1,input.b2,input.e1,input.e2,input.relation,input.sent_id,input.sentence,input.term1,input.term2,job,metrics.avg_annotations,metrics.avg_cos_clarity,metrics.avg_unique_annotations,output.rellist,output.rellist.annotations,output.rellist.cos_clarity,output.rellist.unique_annotations,worker,uqs,unit_annotation_score,SRS,max_rel,max_srs,none,per:place_of_birth,per:place_of_death,per:places_of_residence
82.1333333333,7,22,12,23,org:subsidiaries,6a0464e8c5fbc2adafaf86e2f1f195f9752c1df6615340c8199c2e2514bcf534:7-12:22-23,"Likewise , in the same month the Royal Bank of Scotland Group ( Europe 's largest debit card issuer which includes the NatWest , Coutts and Ulster Bank brands ) switched from Maestro to Visa Debit , a process that will take two years to complete .",NatWest,Royal Bank of Scotland Group,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
46.4,27,0,29,3,org:subsidiaries,5b15021ee76bd166ba7c9d4f849c0136d5761be220fbeb17b24757d29ddb2e9b:27-29:0-3,"British Airways PLC said Wednesday it is expanding its operations at London City Airport by more than 70 percent with the launch of its new subsidiary , BA CityFlyer .",British Airways PLC,BA CityFlyer,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
58.6666666667,18,29,19,31,per:employee_or_member_of,20075f18b5dba3f25d959bb6056580463d645d14eeaa61623e17a70abe66114e:29-31:18-19,"Later Ewald Latacz lead conversations with head German politicians , September 4 , 1921 with Interior Minister of Germany - Georg Gradnauer and next with chancellor of Germany - Joseph Wirth .",Joseph Wirth,Germany,,15,0.8320502943,2,"Counter({'none': 9, 'per:places_of_residence': 6, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.8320502943,2,15,0.4929175171,"Counter({'none': 0.6157388554992034, 'per:places_of_residence': 0.38426114450079646, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.6157388554992034, 'per:places_of_residence': 0.38426114450079646}",none,0.6157388555,0.6157388555,0,0,0.3842611445
151.533333333,3,6,5,8,org:place_of_headquarters,0dc0f150b9db4fc3b7bce0d9aeee2c33a40ab71c0d7e744fa01f575ce6892e5c:6-8:3-5,Back in the United States the Abraham Lincoln Brigade veterans were alternately labeled Communists and utilized for their expertise .,Abraham Lincoln,United States,,15,0.9397934235,2,"Counter({'none': 11, 'per:places_of_residence': 4, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9397934235,2,15,0.582142604,"Counter({'none': 0.7345693927033288, 'per:places_of_residence': 0.2654306072966712, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.7345693927033288, 'per:places_of_residence': 0.2654306072966712}",none,0.7345693927,0.7345693927,0,0,0.2654306073
92.0666666667,3,0,5,1,org:subsidiaries,3f012c5ea663031735880da2c7a573096722f61b7e373427d6692886eee8936b:3-5:0-1,Viacom also acquired MTV Networks and CBS 's KMOX-TV and tried to buy parts of MGM/UA Entertainment .,Viacom,MTV Networks,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
76.8,9,20,11,21,org:subsidiaries,0bb933be6782b425913dea3454d885cccbc96aa57f058ba999174542f6136ae6:9-11:20-21,"In 1999 , the company was purchased by the Go-Ahead Group , a major transportation group which also operates the Southeastern and Southern rail franchises and owns several other bus companies in South East England .",Southeastern,Go-Ahead Group,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
51,9,0,10,2,per:place_of_death,99d4c4c96aafc197d716a063e995cdd0f4c94f19c82e4d982ba627c963fc2932:0-2:9-10,"Wifredo Lam died on September 11 , 1982 in Paris .",Wifredo Lam,Paris,,17,0.9912279007,2,"Counter({'per:place_of_death': 15, 'per:places_of_residence': 2, 'per:place_of_birth': 0, 'none': 0})",17,0.9912279007,2,15,0.9452597467,"Counter({'per:place_of_death': 1.0, 'per:places_of_residence': 0.1284952239713822, 'per:place_of_birth': 0.0, 'none': 0.0})","{'per:places_of_residence': 0.1284952239713822, 'per:place_of_death': 1.0}",per:place_of_death,1,0,0,1,0.128495224
49.2666666667,43,45,44,48,per:top_member_employee_of_org,1244c84a7b3532774b419c3308ca94b6956348db38555d18922b990ca34629d4:43-44:45-48,""" Many times we speak to residents who have experienced a fire in their home , they recall becoming confused and disoriented by the conditions and severity of the situation -- but they realized they need to get out fast , "" said LAFD Chief Douglas L. Barry .",Douglas L. Barry,LAFD,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
42.1333333333,13,2,14,4,per:place_of_death,a5467b3fef685115db1c5276bf48c66cf766186d49b48ed0e108b5afa407e374:2-4:13-14,Australian musician James Freud was found dead on Thursday at his home in Melbourne after taking his own life .,James Freud,Melbourne,,27,0.7808688094,2,"Counter({'per:place_of_death': 15, 'per:places_of_residence': 12, 'per:place_of_birth': 0, 'none': 0})",27,0.7808688094,2,15,0.9214099551,"Counter({'per:place_of_death': 1.0, 'per:places_of_residence': 0.7986879793007523, 'per:place_of_birth': 0.0, 'none': 0.0})","{'per:places_of_residence': 0.7986879793007523, 'per:place_of_death': 1.0}",per:place_of_death,1,0,0,1,0.7986879793
63,10,16,14,19,org:subsidiaries,bd49886431f54b939206363fd4cb9761e9a170acfe0713d10fd26a8cdf8779ba:10-14:16-19,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .,University of Toronto,University of Toronto Schools,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
87.6666666667,34,30,38,33,org:subsidiaries,5b147d2d8a3c03a2bca08d5aa4699eaf5113d7bc3bfb2f53682ad9d1cb030ae8:34-38:30-33,"Prospective postgraduates should send an up-to-date CV , including the names and addresses of two academic referees , to : * Dr Martin R. Goodier , Department of Immunology , Imperial College London , Chelsea and Westminster Hospital , 369 Fulham Road , London SW10 9NH .",Imperial College London,Chelsea and Westminster Hospital,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
115.533333333,4,19,5,20,org:subsidiaries,c91dada2787e5235bc83e2a21eec1f43301c031076bd1c89bb3d69c5fa53b1d0:4-5:19-20,"The companies T&TEC , Mirant and BP currently owns 51 % , 39 % and 10 % of the PowerGen company respectively .",PowerGen,Mirant,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
74.4,7,31,8,33,org:place_of_headquarters,afd057861aae7bc05221331f5ca16867db788539fa8ae1ec49ac65a8e4d710af:31-33:7-8,"{ EXCERPT } Canadian Jewish News , Canada With his left hand resting on a Tanach , Rabbi Lazer Danzinger , right , was sworn in as a chaplain for the Canadian Forces by Lt. Col. ...",Canadian Forces,Canada,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
76.6666666667,31,18,32,20,per:employee_or_member_of,6060964bd16772738d4faf39d875668a2454d50f400bb31ae70553aea03c61f4:18-20:31-32,"Although , a fundamentalism , he remained in the camp of the political alliances and parties led by Benazir Bhutto that were opposed to conservative leader , Nawaz Sharif and the Pakistan Muslim League .",Benazir Bhutto,Pakistan,,19,0.8671099695,4,"Counter({'none': 10, 'per:places_of_residence': 5, 'per:place_of_birth': 2, 'per:place_of_death': 2})",19,0.8671099695,4,15,0.5675375826,"Counter({'none': 0.7390149883485793, 'per:places_of_residence': 0.2609850116514208, 'per:place_of_birth': 0.08205570432574559, 'per:place_of_death': 0.08205570432574559})","{'per:place_of_birth': 0.08205570432574559, 'per:places_of_residence': 0.2609850116514208, 'none': 0.7390149883485793, 'per:place_of_death': 0.08205570432574559}",none,0.7390149883,0.7390149883,0.0820557043,0.0820557043,0.2609850117
50.9333333333,9,6,12,8,per:founded_org,5b0c9e64d97c1bad86179df544c4e8d02e8525a8a72d022665245860fef52a45:9-12:6-8,"In 1997 Peters and her husband Robert Rosenwald founded Poisoned Pen Press , a separate corporation dedicated to publishing excellence in mystery .",Robert Rosenwald,Poisoned Pen Press,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
66.2666666667,5,0,8,2,per:founded_org,427d6708761158240961682a01961bb10d833a6aa9f4fcba49f344e3c050791b:5-8:0-2,"Michael Simms , founder of Linux Game Publishing , also at one point commented on the matter , stating that "" although I was n't a fan of the gameplay in Postal 2 , I loved the message that the company was trying to put out .",Michael Simms,Linux Game Publishing,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
70.2666666667,4,0,5,1,per:place_of_birth,ea78827e37e2b1e36a537dd93b363460e568b44a69dd6f1094f4df7e602bf642:0-1:4-5,"Salazar was born in Vimieiro , near Santa Comba Dão ( Viseu District ) , to a family of modest income .",Salazar,Vimieiro,,16,0.9205746179,3,"Counter({'per:place_of_birth': 10, 'per:places_of_residence': 3, 'none': 3, 'per:place_of_death': 0})",16,0.9205746179,3,15,0.4666926577,"Counter({'per:place_of_birth': 0.6725618963355526, 'per:places_of_residence': 0.19750846164225652, 'none': 0.19133210700909647, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.6725618963355526, 'per:places_of_residence': 0.19750846164225652, 'none': 0.19133210700909647}",per:place_of_birth,0.6725618963,0.191332107,0.6725618963,0,0.1975084616
50.7333333333,12,0,14,4,org:place_of_headquarters,a776fd983ec5a7c890646925fdf2f8291797a65e6455f854d3d4d95dfec4e29e:0-4:12-14,"The New Zealand Herald is a daily newspaper published in Auckland , New Zealand , owned by APN News & Media .",The New Zealand Herald,New Zealand,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
76.1875,10,0,11,1,per:place_of_birth,b88a79d23f9915d890cfbd5317f34925b50d6b62d8b8253ac9ae5936dfbbdf25:0-1:10-11,"He was born Frederick Henry Kormann in San Francisco , California , the only child of German Americans , Frederick Andrew Kormann ( 1883 - 1948 ) and Ida Ruth Voll ( 1883 - 1954 ) .",He,California,,20,0.6859943406,4,"Counter({'per:place_of_birth': 8, 'per:places_of_residence': 8, 'none': 2, 'per:place_of_death': 2})",20,0.6859943406,4,16,0.3668033769,"Counter({'per:place_of_birth': 0.4984143486898158, 'per:places_of_residence': 0.44285492349601085, 'none': 0.12275269834540686, 'per:place_of_death': 0.050069371942704534})","{'per:place_of_birth': 0.4984143486898158, 'per:places_of_residence': 0.44285492349601085, 'none': 0.12275269834540686, 'per:place_of_death': 0.050069371942704534}",per:place_of_birth,0.4984143487,0.1227526983,0.4984143487,0.0500693719,0.4428549235
34.7333333333,11,6,13,8,per:founded_org,5b2de27a0127baff61f1167b871d38230ac96233ef3451de57a6750c68b13fc8:11-13:6-8,"He was defeated in 2008 by Amir Khadir , co-leader of Québec solidaire .",Amir Khadir,Québec solidaire,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
92.0666666667,33,40,34,41,per:place_of_death,92948695edce9f49f45ec8859c0e4ec8d9ca684a4d9d3ff2d4e3bcbffc1aeee0:40-41:33-34,"In addition , the Social Security Death Index records the date of birth of a "" Martha Stelling "" ( Sleeper 's third husband 's surname ) who died in March 1983 in Beaufort County , South Carolina ( as Sleeper did ) , as June 24 , 1910 .",Sleeper,Beaufort,,18,0.97542622,3,"Counter({'per:place_of_death': 14, 'per:places_of_residence': 3, 'none': 1, 'per:place_of_birth': 0})",18,0.97542622,3,15,0.7908015652,"Counter({'per:place_of_death': 0.9302076521273263, 'per:places_of_residence': 0.19497064657948424, 'none': 0.06979234787267379, 'per:place_of_birth': 0.0})","{'none': 0.06979234787267379, 'per:places_of_residence': 0.19497064657948424, 'per:place_of_death': 0.9302076521273263}",per:place_of_death,0.9302076521,0.0697923479,0,0.9302076521,0.1949706466
56.1333333333,29,40,30,42,per:places_of_residence,354e791fa01dc1c1f7eefbad5a6c45b1fd4805d52a336d7cc190ee874383a04e:40-42:29-30,""" The police operation against trafficking in human beings , in particular that of minors , for prostitution , which is unfortunately one of the most widespread offenses in Italy , is among my top priorities , "" Interior Minister Giuliano Amato said in the statement .",Giuliano Amato,Italy,,15,0.9397934235,2,"Counter({'none': 11, 'per:places_of_residence': 4, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9397934235,2,15,0.5914037176,"Counter({'none': 0.7435988399773965, 'per:places_of_residence': 0.25640116002260344, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.7435988399773965, 'per:places_of_residence': 0.25640116002260344}",none,0.74359884,0.74359884,0,0,0.25640116
63.8666666667,6,0,7,1,per:place_of_birth,e1f7bf01e1ebb2c835c34711112bc87800234b289b92b0ab0aaaab89e73f641e:0-1:6-7,"Brown was born in Mansfield , Ohio , the son of Emily ( née Campbell ) and Charles Gailey Brown , M.D. 1 .",Brown,Ohio,,17,0.9330078226,3,"Counter({'per:place_of_birth': 11, 'per:places_of_residence': 3, 'none': 3, 'per:place_of_death': 0})",17,0.9330078226,3,15,0.5427802999,"Counter({'per:place_of_birth': 0.7443202151578402, 'none': 0.19474528255557683, 'per:places_of_residence': 0.18676574793102585, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.7443202151578402, 'per:places_of_residence': 0.18676574793102585, 'none': 0.19474528255557683}",per:place_of_birth,0.7443202152,0.1947452826,0.7443202152,0,0.1867657479
24,10,1,11,3,per:place_of_death,075abc824cc9c5df9c7af72908351456f12c9856a48ac535e27aad94d7809bfb:1-3:10-11,Actor Charlie Chaplin spent his final years and died in Vevey ( there is a memorial statue of him along the promenade ) .,Charlie Chaplin,Vevey,,17,0.9912279007,2,"Counter({'per:place_of_death': 15, 'per:places_of_residence': 2, 'per:place_of_birth': 0, 'none': 0})",17,0.9912279007,2,15,0.9450665195,"Counter({'per:place_of_death': 1.0, 'per:places_of_residence': 0.12901415917609754, 'per:place_of_birth': 0.0, 'none': 0.0})","{'per:places_of_residence': 0.12901415917609754, 'per:place_of_death': 1.0}",per:place_of_death,1,0,0,1,0.1290141592
66,18,4,19,7,org:subsidiaries,253bedbf9e278f4e3f8bda3fcb4d126cb6508542fa5039414649eaef467a69f4:18-19:4-7,"A new company called Scripps Networks Interactive will take national cable networks such as the Food Network and HGTV and online shopping businesses , while the E.W. Scripps company focuses on newspapers and broadcast TV stations .",Scripps Networks Interactive,HGTV,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
39.0666666667,4,0,5,1,per:place_of_birth,cf5c4661deea512f8dd53ca351a3de03fb52e0a58fdd92c10108deeeb858ceaf:0-1:4-5,"He was born in Tacoma , Washington in 1941 .",He,Tacoma,,16,0.9855274567,3,"Counter({'per:place_of_birth': 13, 'per:places_of_residence': 2, 'none': 1, 'per:place_of_death': 0})",16,0.9855274567,3,15,0.7361553329,"Counter({'per:place_of_birth': 0.8726341715249395, 'per:places_of_residence': 0.12324035458349299, 'none': 0.06623326520967786, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.8726341715249395, 'per:places_of_residence': 0.12324035458349299, 'none': 0.06623326520967786}",per:place_of_birth,0.8726341715,0.0662332652,0.8726341715,0,0.1232403546
42.3333333333,7,4,9,6,per:founded_org,0b9ac62f77c63acf3fb461eda5c263455dd2f4943d7d577c588daf159ac21074:7-9:4-6,1999 he co-founded with Victor Muller company Spyker Cars for production of sport cars .,Victor Muller,Spyker Cars,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
39.4,7,1,8,3,per:founded_org,d06942179fb1d105d39c7231d88be2f3c56c9937063c50c4a8c6168655d1c797:7-8:1-3,"When Larry Page and Sergey Brin founded Google Inc. on Sept. 7 , 1998 , they had little more than their ingenuity , four computers and an investor 's $ 100,000 bet on their belief that an Internet search engine could change the world .",Larry Page,Google,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
71.2666666667,15,0,16,1,org:place_of_headquarters,23710706a12a118ebb3fe513db5f104c55235e4f8ebd5922df5b2bde1a9c12b1:0-1:15-16,"Lavasa ( Marathi : लवासा ) is a private , planned city being built near Pune .",Lavasa,Pune,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
